dish_id,total_calories,total_mass_g,total_fat_g,total_carb_g,total_protein_g,ingredients
dish_1559848882,143.062012,254.0,0.36,37.441998,1.228,"[{""name"": ""mandarin oranges"", ""grams"": 53.0}, {""name"": ""pears"", ""grams"": 201.0}]"
dish_1566933180,161.449524,96.0,7.634025,2.197063,19.702276,"[{""name"": ""salt"", ""grams"": 0.101266}, {""name"": ""vinegar"", ""grams"": 0.810127}, {""name"": ""olive oil"", ""grams"": 0.810127}, {""name"": ""garlic"", ""grams"": 0.202532}, {""name"": ""thyme"", ""grams"": 0.405063}, {""name"": ""parsley"", ""grams"": 0.405063}, {""name"": ""basil"", ""grams"": 0.405063}, {""name"": ""arugula"", ""grams"": 2.025316}, {""name"": ""brown rice"", ""grams"": 8.101266}, {""name"": ""lemon juice"", ""grams"": 0.101266}, {""name"": ""chicken thighs"", ""grams"": 81.012657}, {""name"": ""radishes"", ""grams"": 1.620253}]"
dish_1561739649,208.233551,388.0,3.843097,39.756126,8.455999,"[{""name"": ""sweet potato"", ""grams"": 84.0}, {""name"": ""broccoli"", ""grams"": 264.0}, {""name"": ""raspberries"", ""grams"": 2.580645}, {""name"": ""granola"", ""grams"": 6.451612}, {""name"": ""blackberries"", ""grams"": 2.580645}, {""name"": ""mixed greens"", ""grams"": 25.80645}, {""name"": ""vinaigrette"", ""grams"": 2.580645}]"
dish_1559846504,126.172005,233.0,0.329,32.792,1.572,"[{""name"": ""broccoli"", ""grams"": 32.0}, {""name"": ""pears"", ""grams"": 201.0}]"
dish_1551379654,230.139999,172.0,12.226,22.008001,10.314,"[{""name"": ""cantaloupe"", ""grams"": 68.0}, {""name"": ""banana"", ""grams"": 70.0}, {""name"": ""cheese"", ""grams"": 36.0}]"
dish_1558640294,42.400002,184.0,0.368,9.554,1.598,"[{""name"": ""cantaloupe"", ""grams"": 58.0}, {""name"": ""cherry tomatoes"", ""grams"": 126.0}]"
dish_1566851677,354.773834,296.0,12.628245,45.332054,16.523363,"[{""name"": ""quinoa"", ""grams"": 40.894569}, {""name"": ""broccoli"", ""grams"": 25.365854}, {""name"": ""salt"", ""grams"": 0.460064}, {""name"": ""arugula"", ""grams"": 4.089457}, {""name"": ""parsley"", ""grams"": 0.817891}, {""name"": ""lemon juice"", ""grams"": 0.102236}, {""name"": ""garlic"", ""grams"": 1.022364}, {""name"": ""olive oil"", ""grams"": 0.838619}, {""name"": ""caesar salad"", ""grams"": 137.0}, {""name"": ""thyme"", ""grams"": 0.204473}, {""name"": ""shallots"", ""grams"": 0.204473}, {""name"": ""cheese pizza"", ""grams"": 85.0}]"
dish_1550705724,148.050003,190.0,2.703,8.34,22.830002,"[{""name"": ""bell peppers"", ""grams"": 51.0}, {""name"": ""cauliflower"", ""grams"": 75.0}, {""name"": ""chicken"", ""grams"": 66.0}]"
dish_1551490819,434.032013,181.0,32.631001,7.374,27.566002,"[{""name"": ""sausage"", ""grams"": 92.0}, {""name"": ""ham"", ""grams"": 45.0}, {""name"": ""olives"", ""grams"": 45.0}]"
dish_1551322755,88.620003,177.0,0.784,22.469999,2.582,"[{""name"": ""corn"", ""grams"": 34.0}, {""name"": ""orange"", ""grams"": 79.0}, {""name"": ""lemon"", ""grams"": 65.0}]"
dish_1563381706,94.562546,49.0,4.994528,9.698151,2.747359,"[{""name"": ""yam"", ""grams"": 20.283018}, {""name"": ""sweet potato"", ""grams"": 20.283018}, {""name"": ""olive oil"", ""grams"": 2.433962}, {""name"": ""bacon"", ""grams"": 6.0}]"
dish_1551222225,155.819992,136.0,1.929,32.470001,4.608,"[{""name"": ""cucumbers"", ""grams"": 51.0}, {""name"": ""carrot"", ""grams"": 22.0}, {""name"": ""tortilla"", ""grams"": 65.0}]"
dish_1551306691,121.860001,168.0,0.72,21.153999,8.594,"[{""name"": ""bean(seed)"", ""grams"": 70.0}, {""name"": ""cauliflower"", ""grams"": 62.0}, {""name"": ""mushroom"", ""grams"": 38.0}]"
dish_1563984167,291.679993,608.0,1.216,14.184,48.288002,"[{""name"": ""egg whites"", ""grams"": 472.0}, {""name"": ""cantaloupe"", ""grams"": 136.0}]"
dish_1550711066,106.5,102.0,4.466001,8.28,8.52,"[{""name"": ""bell peppers"", ""grams"": 40.0}, {""name"": ""pineapple"", ""grams"": 36.0}, {""name"": ""beef"", ""grams"": 29.0}]"
dish_1550779058,253.919998,109.0,21.240002,7.848,11.13,"[{""name"": ""nuts"", ""grams"": 30.0}, {""name"": ""cucumbers"", ""grams"": 69.0}, {""name"": ""bacon"", ""grams"": 12.0}]"
dish_1562086564,286.809998,287.0,14.985,25.362,14.44,"[{""name"": ""fruit salad"", ""grams"": 155.0}, {""name"": ""scrambled eggs"", ""grams"": 132.0}]"
dish_1559841781,45.019997,43.0,0.411,10.49,0.866,"[{""name"": ""grapes"", ""grams"": 38.0}, {""name"": ""cereal"", ""grams"": 5.0}]"
dish_1550796330,160.079987,305.0,0.606,41.360001,1.829,"[{""name"": ""apple"", ""grams"": 131.0}, {""name"": ""orange"", ""grams"": 95.0}, {""name"": ""berries"", ""grams"": 83.0}]"
dish_1566414291,345.14212,244.0,14.794408,46.021748,7.035223,"[{""name"": ""olive oil"", ""grams"": 2.563107}, {""name"": ""roasted potatoes"", ""grams"": 156.0}, {""name"": ""quinoa"", ""grams"": 85.43689}]"
dish_1551566781,142.630005,132.0,2.962,8.96,19.308001,"[{""name"": ""carrot"", ""grams"": 14.0}, {""name"": ""oatmeal"", ""grams"": 63.0}, {""name"": ""chicken"", ""grams"": 57.0}]"
dish_1561404924,31.843937,39.0,1.244902,3.269407,2.417841,"[{""name"": ""parmesan cheese"", ""grams"": 3.177189}, {""name"": ""croutons"", ""grams"": 0.238289}, {""name"": ""caesar dressing"", ""grams"": 5.083503}, {""name"": ""kale"", ""grams"": 30.501017}]"
dish_1566934057,66.090729,193.0,5.083902,4.142439,2.82439,"[{""name"": ""bok choy"", ""grams"": 188.292694}, {""name"": ""olive oil"", ""grams"": 4.707317}]"
dish_1560443565,260.679993,475.0,0.977,65.93,2.971,"[{""name"": ""berries"", ""grams"": 204.0}, {""name"": ""honeydew melons"", ""grams"": 64.0}, {""name"": ""pineapple"", ""grams"": 113.0}, {""name"": ""grapes"", ""grams"": 94.0}]"
dish_1566501293,41.900002,56.0,2.812,4.338,0.538,"[{""name"": ""olives"", ""grams"": 26.0}, {""name"": ""onions"", ""grams"": 30.0}]"
dish_1551122914,190.139999,160.0,9.438,16.685999,10.151999,"[{""name"": ""oatmeal"", ""grams"": 129.0}, {""name"": ""bacon"", ""grams"": 18.0}, {""name"": ""mixed greens"", ""grams"": 18.0}]"
dish_1558461792,331.0,233.0,20.195999,34.499001,10.543,"[{""name"": ""grapes"", ""grams"": 127.0}, {""name"": ""spinach (raw)"", ""grams"": 5.0}, {""name"": ""cherry tomatoes"", ""grams"": 61.0}, {""name"": ""almonds"", ""grams"": 40.0}]"
dish_1551392919,76.600006,85.0,0.681,14.969999,4.324,"[{""name"": ""bean(seed)"", ""grams"": 25.0}, {""name"": ""brussels sprouts"", ""grams"": 32.0}, {""name"": ""corn"", ""grams"": 29.0}]"
dish_1563295334,228.540009,96.0,17.380001,1.492,15.540001,"[{""name"": ""bacon"", ""grams"": 22.0}, {""name"": ""scrambled eggs"", ""grams"": 74.0}]"
dish_1571945939,0.0,97.0,0.0,0.0,0.0,"[{""name"": ""celery"", ""grams"": 5.397875}, {""name"": ""shrimp"", ""grams"": 43.182999}, {""name"": ""mayonnaise"", ""grams"": 21.888382}, {""name"": ""shallots"", ""grams"": 3.823494}, {""name"": ""salt"", ""grams"": 0.031734}, {""name"": ""sourdough bread"", ""grams"": 14.470749}, {""name"": ""lemon juice"", ""grams"": 8.204769}]"
dish_1573764136,0.0,211.0,0.0,0.0,0.0,"[{""name"": ""mashed potatoes"", ""grams"": 100.476189}, {""name"": ""butter"", ""grams"": 10.047619}, {""name"": ""chard"", ""grams"": 50.238094}, {""name"": ""celery root"", ""grams"": 50.238094}]"
dish_1572031211,0.0,80.0,0.0,0.0,0.0,"[{""name"": ""olive oil"", ""grams"": 5.59789}, {""name"": ""mozzarella cheese"", ""grams"": 22.39156}, {""name"": ""basil"", ""grams"": 5.59789}, {""name"": """", ""grams"": 29.618988}, {""name"": """", ""grams"": 16.793671}]"
dish_1575997268,0.0,136.0,0.0,0.0,0.0,"[{""name"": ""scrambled eggs"", ""grams"": 71.666664}, {""name"": ""berries"", ""grams"": 47.0}, {""name"": ""grapes"", ""grams"": 3.0}, {""name"": ""salsa"", ""grams"": 14.333334}]"
dish_1572376778,0.0,120.0,0.0,0.0,0.0,"[{""name"": ""cucumbers"", ""grams"": 60.0}, {""name"": ""hummus"", ""grams"": 60.0}]"
dish_1573161475,0.0,91.0,0.0,0.0,0.0,"[{""name"": ""cauliflower"", ""grams"": 26.5541}, {""name"": ""pickles"", ""grams"": 4.539162}, {""name"": ""coleslaw"", ""grams"": 9.078324}, {""name"": ""barbecue sauce"", ""grams"": 2.269581}, {""name"": ""salt"", ""grams"": 0.032023}, {""name"": ""flatbread"", ""grams"": 48.034309}, {""name"": """", ""grams"": 0.492499}]"
dish_1571934154,0.0,288.0,0.0,0.0,0.0,"[{""name"": ""scrambled eggs"", ""grams"": 158.333328}, {""name"": ""roasted potatoes"", ""grams"": 98.0}, {""name"": ""salsa"", ""grams"": 31.666668}]"
dish_1573491330,0.0,123.0,0.0,0.0,0.0,"[{""name"": ""strawberries"", ""grams"": 53.0}, {""name"": ""egg whites"", ""grams"": 70.0}]"
dish_1573072447,0.0,196.0,0.0,0.0,0.0,"[{""name"": ""snow peas"", ""grams"": 57.0}, {""name"": ""olive oil"", ""grams"": 4.198418}, {""name"": ""mozzarella cheese"", ""grams"": 16.793671}, {""name"": ""barley"", ""grams"": 79.0}, {""name"": ""basil"", ""grams"": 4.198418}, {""name"": """", ""grams"": 22.214241}, {""name"": """", ""grams"": 12.595253}]"
dish_1576183111,0.0,34.0,0.0,0.0,0.0,"[{""name"": ""olive oil"", ""grams"": 2.379103}, {""name"": ""mozzarella cheese"", ""grams"": 9.516413}, {""name"": ""basil"", ""grams"": 2.379103}, {""name"": """", ""grams"": 12.58807}, {""name"": """", ""grams"": 7.13731}]"
dish_1574097587,0.0,118.0,0.0,0.0,0.0,"[{""name"": ""bacon"", ""grams"": 19.0}, {""name"": ""hash browns"", ""grams"": 99.0}]"
dish_1571944648,0.0,88.0,0.0,0.0,0.0,"[{""name"": ""celery"", ""grams"": 4.897041}, {""name"": ""shrimp"", ""grams"": 39.176327}, {""name"": ""mayonnaise"", ""grams"": 19.857502}, {""name"": ""shallots"", ""grams"": 3.468737}, {""name"": ""salt"", ""grams"": 0.02879}, {""name"": ""sourdough bread"", ""grams"": 13.128101}, {""name"": ""lemon juice"", ""grams"": 7.443502}]"
dish_1574193218,0.0,83.0,0.0,0.0,0.0,"[{""name"": ""potatoes"", ""grams"": 32.137241}, {""name"": ""steak"", ""grams"": 40.171551}, {""name"": ""garlic"", ""grams"": 1.771264}, {""name"": ""salt"", ""grams"": 0.177126}, {""name"": ""salsa"", ""grams"": 8.03431}, {""name"": """", ""grams"": 0.708505}]"
dish_1575478663,0.0,220.0,0.0,0.0,0.0,"[{""name"": ""scrambled eggs"", ""grams"": 132.0}, {""name"": ""hash browns"", ""grams"": 88.0}]"
dish_1573666680,0.0,125.0,0.0,0.0,0.0,"[{""name"": ""hash browns"", ""grams"": 24.992655}, {""name"": ""bell peppers"", ""grams"": 24.992655}, {""name"": ""spinach (raw)"", ""grams"": 12.496327}, {""name"": ""mushroom"", ""grams"": 12.496327}, {""name"": ""eggs"", ""grams"": 37.488979}, {""name"": ""salt"", ""grams"": 0.036733}, {""name"": """", ""grams"": 12.496327}]"
dish_1573073699,0.0,85.0,0.0,0.0,0.0,"[{""name"": ""broccoli"", ""grams"": 14.352157}, {""name"": ""olive oil"", ""grams"": 5.167257}, {""name"": ""bread crumbs"", ""grams"": 0.197757}, {""name"": ""mozzarella cheese"", ""grams"": 19.592615}, {""name"": ""salt"", ""grams"": 0.001582}, {""name"": ""jalapenos"", ""grams"": 0.179402}, {""name"": ""basil"", ""grams"": 4.898154}, {""name"": """", ""grams"": 25.916615}, {""name"": """", ""grams"": 14.694462}]"
dish_1572453962,0.0,261.0,0.0,0.0,0.0,"[{""name"": ""egg whites"", ""grams"": 217.5}, {""name"": ""salsa"", ""grams"": 43.5}]"
